id,name,role,stake,sent_bodies_messages,sent_bodies_bytes,sent_announcements_messages,sent_announcements_bytes,sent_requests_messages,sent_requests_bytes,sent_bytes,sent_mean_mbit_s,sent_peak_1s_mbit_s,sent_peak_window_start_s,received_bodies_messages,received_bodies_bytes,received_announcements_messages,received_announcements_bytes,received_requests_messages,received_requests_bytes,received_bytes,received_mean_mbit_s,received_peak_1s_mbit_s,received_peak_window_start_s
178,node-1158,BP,44633711,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17398,1635412,0,0,0,0,1635412,0.03270824,0.647472,67
179,node-1159,BP,44511534,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17040,1601760,0,0,0,0,1601760,0.0320352,0.634688,67
180,node-116,relay,0,276077,25951238,0,0,0,0,25951238,0.51902476,10.279088,67,338926,31859044,0,0,0,0,31859044,0.6371808800000001,12.620064,67
181,node-1160,BP,44201704,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15605,1466870,0,0,0,0,1466870,0.0293374,0.581296,67
182,node-1161,BP,44182763,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17457,1640958,0,0,0,0,1640958,0.03281916,0.649728,67
183,node-1162,BP,44075049,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17019,1599786,0,0,0,0,1599786,0.03199572,0.633936,67
184,node-1163,BP,19800574,8936,839984,0,0,0,0,839984,0.016799679999999997,0.333136,67,17426,1638044,0,0,0,0,1638044,0.03276088,0.65048,67
185,node-1164,BP,43937575,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17044,1602136,0,0,0,0,1602136,0.03204272,0.632432,71
186,node-1165,BP,43800426,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16521,1552974,0,0,0,0,1552974,0.03105948,0.613632,67
187,node-1166,BP,43698824,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16966,1594804,0,0,0,0,1594804,0.03189608,0.630928,67
188,node-1167,BP,43398109,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16418,1543292,0,0,0,0,1543292,0.030865840000000002,0.608368,71
189,node-1168,BP,43269773,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17350,1630900,0,0,0,0,1630900,0.032618,0.643712,67
190,node-1169,BP,42771242,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16222,1524868,0,0,0,0,1524868,0.030497359999999998,0.598592,71
191,node-117,relay,0,223175,20978450,0,0,0,0,20978450,0.41956899999999997,8.3096,67,294591,27691554,0,0,0,0,27691554,0.55383108,10.968672,67
192,node-1170,BP,42530743,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15911,1495634,0,0,0,0,1495634,0.029912679999999997,0.587312,67
193,node-1171,BP,42316730,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16689,1568766,0,0,0,0,1568766,0.031375320000000005,0.6204,71
194,node-1172,BP,50881522,8931,839514,0,0,0,0,839514,0.01679028,0.333136,67,16181,1521014,0,0,0,0,1521014,0.03042028,0.598592,71
195,node-1173,BP,50851655,8927,839138,0,0,0,0,839138,0.01678276,0.332384,67,17041,1601854,0,0,0,0,1601854,0.032037079999999996,0.630928,67
196,node-1174,BP,53298370,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15922,1496668,0,0,0,0,1496668,0.029933360000000003,0.588064,240
197,node-1175,BP,53127447,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16614,1561716,0,0,0,0,1561716,0.031234320000000003,0.621152,67
198,node-1176,BP,53102474,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16259,1528346,0,0,0,0,1528346,0.03056692,0.6016,386
199,node-1177,BP,52942394,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16669,1566886,0,0,0,0,1566886,0.03133772,0.621152,67
200,node-1178,BP,52527667,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16316,1533704,0,0,0,0,1533704,0.03067408,0.607616,67
201,node-1179,BP,50000107,8941,840454,0,0,0,0,840454,0.01680908,0.333136,67,17219,1618586,0,0,0,0,1618586,0.03237172,0.639952,67
202,node-118,relay,0,275787,25923978,0,0,0,0,25923978,0.5184795600000001,10.270816,67,321372,30208968,0,0,0,0,30208968,0.6041793599999999,11.965824,67
203,node-1180,BP,50000000,8939,840266,0,0,0,0,840266,0.01680532,0.333136,67,16716,1571304,0,0,0,0,1571304,0.03142608,0.624912,67
204,node-1181,BP,50000000,8942,840548,0,0,0,0,840548,0.01681096,0.333136,67,17130,1610220,0,0,0,0,1610220,0.0322044,0.639952,67
205,node-1182,BP,49999907,8946,840924,0,0,0,0,840924,0.01681848,0.333136,67,16296,1531824,0,0,0,0,1531824,0.03063648,0.611376,386
206,node-1183,BP,49920162,8939,840266,0,0,0,0,840266,0.01680532,0.333136,67,17117,1608998,0,0,0,0,1608998,0.03217996,0.63544,67
207,node-1184,BP,49905708,8938,840172,0,0,0,0,840172,0.01680344,0.333136,67,17084,1605896,0,0,0,0,1605896,0.03211792,0.63544,67
208,node-1185,BP,49497848,8939,840266,0,0,0,0,840266,0.01680532,0.333136,67,17267,1623098,0,0,0,0,1623098,0.03246196,0.64296,67
209,node-1186,BP,49175648,8938,840172,0,0,0,0,840172,0.01680344,0.333136,67,17346,1630524,0,0,0,0,1630524,0.032610480000000004,0.641456,67
210,node-1187,BP,48938178,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17557,1650358,0,0,0,0,1650358,0.03300716,0.652736,71
211,node-1188,BP,48902792,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17266,1623004,0,0,0,0,1623004,0.032460079999999995,0.644464,71
212,node-1189,BP,48523402,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16452,1546488,0,0,0,0,1546488,0.03092976,0.613632,67
213,node-119,BP,70030324,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17056,1603264,0,0,0,0,1603264,0.03206528,0.63544,67
214,node-1190,BP,48511634,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16511,1552034,0,0,0,0,1552034,0.031040679999999998,0.614384,67
215,node-1191,BP,48117533,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16628,1563032,0,0,0,0,1563032,0.03126064,0.621904,71
216,node-1192,BP,47624007,8946,840924,0,0,0,0,840924,0.01681848,0.333136,67,16341,1536054,0,0,0,0,1536054,0.03072108,0.612128,71
217,node-1193,BP,47500026,8941,840454,0,0,0,0,840454,0.01680908,0.333136,67,16909,1589446,0,0,0,0,1589446,0.03178892,0.630928,67
218,node-1194,BP,47444992,8946,840924,0,0,0,0,840924,0.01681848,0.333136,67,16597,1560118,0,0,0,0,1560118,0.03120236,0.618896,71
219,node-1195,BP,47375649,8940,840360,0,0,0,0,840360,0.0168072,0.333136,67,16613,1561622,0,0,0,0,1561622,0.03123244,0.619648,67
220,node-1196,BP,47111056,8939,840266,0,0,0,0,840266,0.01680532,0.333136,67,16263,1528722,0,0,0,0,1528722,0.030574439999999998,0.603104,67
221,node-1197,BP,47012108,8942,840548,0,0,0,0,840548,0.01681096,0.333136,67,16304,1532576,0,0,0,0,1532576,0.030651519999999998,0.606112,67
222,node-1198,BP,46972904,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16351,1536994,0,0,0,0,1536994,0.03073988,0.608368,71
223,node-1199,BP,62996673,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16173,1520262,0,0,0,0,1520262,0.03040524,0.603856,263
224,node-12,relay,0,294546,27687324,0,0,0,0,27687324,0.55374648,10.967168,67,285593,26845742,0,0,0,0,26845742,0.53691484,10.634032,67
225,node-120,BP,70030026,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17628,1657032,0,0,0,0,1657032,0.03314064,0.65424,67
226,node-1200,BP,61811080,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16978,1595932,0,0,0,0,1595932,0.03191864,0.637696,67
227,node-1201,BP,61725035,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17245,1621030,0,0,0,0,1621030,0.0324206,0.643712,67
228,node-1202,BP,61620728,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17405,1636070,0,0,0,0,1636070,0.0327214,0.647472,67
229,node-1203,BP,61589463,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17257,1622158,0,0,0,0,1622158,0.03244316,0.642208,67
230,node-1204,BP,62853029,8927,839138,0,0,0,0,839138,0.01678276,0.332384,67,16798,1579012,0,0,0,0,1579012,0.03158024,0.62792,67
231,node-1205,BP,61529810,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16569,1557486,0,0,0,0,1557486,0.03114972,0.615136,71
232,node-1206,BP,60999843,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17812,1674328,0,0,0,0,1674328,0.03348656,0.663264,67
233,node-1207,BP,60868733,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16654,1565476,0,0,0,0,1565476,0.03130952,0.621904,71
234,node-1208,BP,60158300,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17014,1599316,0,0,0,0,1599316,0.03198632,0.633936,67
235,node-1209,BP,50822606,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16868,1585592,0,0,0,0,1585592,0.03171184,0.629424,71
236,node-121,BP,70029739,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17144,1611536,0,0,0,0,1611536,0.032230720000000004,0.636192,67
237,node-1210,BP,50607859,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16887,1587378,0,0,0,0,1587378,0.03174756,0.63168,67
238,node-1211,BP,50368078,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16872,1585968,0,0,0,0,1585968,0.03171936,0.629424,67
239,node-1212,BP,50056898,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16595,1559930,0,0,0,0,1559930,0.0311986,0.617392,71
240,node-1213,BP,50010599,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16788,1578072,0,0,0,0,1578072,0.031561439999999996,0.623408,67
241,node-1214,BP,50007494,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17004,1598376,0,0,0,0,1598376,0.03196752,0.63168,67
242,node-1215,BP,50000337,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16230,1525620,0,0,0,0,1525620,0.0305124,0.603856,71
243,node-1216,BP,50000226,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17004,1598376,0,0,0,0,1598376,0.03196752,0.632432,67
244,node-1217,BP,19742165,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16680,1567920,0,0,0,0,1567920,0.0313584,0.618144,392
245,node-1218,BP,19706601,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16589,1559366,0,0,0,0,1559366,0.03118732,0.621152,71
246,node-1219,BP,60069059,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17104,1607776,0,0,0,0,1607776,0.03215552,0.636192,67
247,node-122,BP,70029516,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17039,1601666,0,0,0,0,1601666,0.032033320000000004,0.63168,67
248,node-1220,BP,59959676,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17191,1615954,0,0,0,0,1615954,0.03231908,0.640704,67
249,node-1221,BP,59698965,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17430,1638420,0,0,0,0,1638420,0.0327684,0.648224,67
250,node-1222,BP,59499173,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17054,1603076,0,0,0,0,1603076,0.032061519999999996,0.633184,67
251,node-1223,BP,38267495,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,15517,1458598,0,0,0,0,1458598,0.02917196,0.574528,71
252,node-1224,BP,38258196,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17101,1607494,0,0,0,0,1607494,0.03214988,0.636192,67
253,node-1225,BP,38101263,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16726,1572244,0,0,0,0,1572244,0.03144488,0.619648,71
254,node-1226,BP,37941246,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,15637,1469878,0,0,0,0,1469878,0.02939756,0.577536,71
255,node-1227,BP,62838990,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16839,1582866,0,0,0,0,1582866,0.03165732,0.627168,71
256,node-1228,BP,62642631,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17416,1637104,0,0,0,0,1637104,0.03274208,0.647472,71
257,node-1229,BP,40305860,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16582,1558708,0,0,0,0,1558708,0.03117416,0.618896,67
258,node-123,BP,70027637,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17211,1617834,0,0,0,0,1617834,0.03235668,0.64296,67
259,node-1230,BP,40054098,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,15515,1458410,0,0,0,0,1458410,0.0291682,0.580544,67
260,node-1231,BP,39755941,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16778,1577132,0,0,0,0,1577132,0.03154264,0.623408,71
261,node-1232,BP,39724134,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16546,1555324,0,0,0,0,1555324,0.03110648,0.61664,67
262,node-1233,BP,39641352,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16591,1559554,0,0,0,0,1559554,0.031191080000000003,0.6204,71
263,node-1234,BP,39125157,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16503,1551282,0,0,0,0,1551282,0.03102564,0.612128,71
264,node-1235,BP,56028319,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17353,1631182,0,0,0,0,1631182,0.032623639999999995,0.645216,67
265,node-1236,BP,55980919,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16514,1552316,0,0,0,0,1552316,0.031046320000000002,0.609872,71
266,node-1237,BP,55890526,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17220,1618680,0,0,0,0,1618680,0.032373599999999995,0.639952,67
267,node-1238,BP,55844877,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17061,1603734,0,0,0,0,1603734,0.03207468,0.637696,67
268,node-1239,BP,55745534,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17057,1603358,0,0,0,0,1603358,0.032067160000000004,0.632432,67
269,node-124,BP,70027058,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17112,1608528,0,0,0,0,1608528,0.03217056,0.636192,67
270,node-1240,BP,55116530,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17130,1610220,0,0,0,0,1610220,0.0322044,0.636192,67
271,node-1241,BP,19426516,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16920,1590480,0,0,0,0,1590480,0.0318096,0.624912,67
272,node-1242,BP,19305045,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17013,1599222,0,0,0,0,1599222,0.031984439999999996,0.633184,67
273,node-1243,BP,19210781,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,17309,1627046,0,0,0,0,1627046,0.03254092,0.643712,67
274,node-1244,BP,19179796,8927,839138,0,0,0,0,839138,0.01678276,0.332384,67,16443,1545642,0,0,0,0,1545642,0.03091284,0.610624,71
275,node-1245,BP,19084342,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17812,1674328,0,0,0,0,1674328,0.03348656,0.663264,67
276,node-1246,BP,19049660,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17237,1620278,0,0,0,0,1620278,0.03240556,0.641456,67
277,node-1247,BP,62359960,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17812,1674328,0,0,0,0,1674328,0.03348656,0.663264,67
278,node-1248,BP,18889467,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,16426,1544044,0,0,0,0,1544044,0.03088088,0.613632,67
279,node-1249,BP,62211987,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16451,1546394,0,0,0,0,1546394,0.03092788,0.610624,71
280,node-125,BP,70026709,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17308,1626952,0,0,0,0,1626952,0.03253904,0.64672,67
281,node-1250,BP,18846169,8946,840924,0,0,0,0,840924,0.01681848,0.333136,67,16471,1548274,0,0,0,0,1548274,0.03096548,0.61664,71
282,node-1251,BP,18818648,8947,841018,0,0,0,0,841018,0.01682036,0.333136,67,16725,1572150,0,0,0,0,1572150,0.031443,0.623408,67
283,node-1252,relay,0,302020,28389880,0,0,0,0,28389880,0.5677976,11.2424,67,317237,29820278,0,0,0,0,29820278,0.59640556,11.81016,67
284,node-1253,relay,0,284947,26785018,0,0,0,0,26785018,0.53570036,10.60696,67,324532,30506008,0,0,0,0,30506008,0.61012016,12.08088,67
285,node-1254,relay,0,249125,23417750,0,0,0,0,23417750,0.468355,9.272912,67,290148,27273912,0,0,0,0,27273912,0.54547824,10.816016,67
286,node-1255,relay,0,267200,25116800,0,0,0,0,25116800,0.502336,9.949712,67,270953,25469582,0,0,0,0,25469582,0.50939164,10.09184,67
287,node-1256,relay,0,284829,26773926,0,0,0,0,26773926,0.53547852,10.603952,67,404992,38069248,0,0,0,0,38069248,0.76138496,15.079856,67
288,node-1257,relay,0,257270,24183380,0,0,0,0,24183380,0.4836676,9.58048,67,369806,34761764,0,0,0,0,34761764,0.69523528,13.775888,67
289,node-1258,relay,0,321351,30206994,0,0,0,0,30206994,0.6041398800000001,11.965072,67,370050,34784700,0,0,0,0,34784700,0.695694,13.770624,67
290,node-1259,relay,0,303497,28528718,0,0,0,0,28528718,0.5705743600000001,11.300304,67,334017,31397598,0,0,0,0,31397598,0.62795196,12.43056,67
291,node-126,BP,70026333,8948,841112,0,0,0,0,841112,0.01682224,0.333136,67,17393,1634942,0,0,0,0,1634942,0.03269884,0.648976,67
292,node-1260,relay,0,355395,33407130,0,0,0,0,33407130,0.6681426,13.234448,67,359865,33827310,0,0,0,0,33827310,0.6765462,13.402144,67
293,node-1261,relay,0,231935,21801890,0,0,0,0,21801890,0.43603780000000003,8.635968,67,415624,39068656,0,0,0,0,39068656,0.7813731199999999,15.48368,67
294,node-1262,relay,0,276276,25969944,0,0,0,0,25969944,0.51939888,10.28736,67,306905,28849070,0,0,0,0,28849070,0.5769814,11.427392,67
295,node-1263,relay,0,294012,27637128,0,0,0,0,27637128,0.55274256,10.946112,67,253705,23848270,0,0,0,0,23848270,0.4769654,9.443616,67
296,node-1264,relay,0,276716,26011304,0,0,0,0,26011304,0.52022608,10.303152,67,307752,28928688,0,0,0,0,28928688,0.57857376,11.459728,67
297,node-1265,relay,0,276481,25989214,0,0,0,0,25989214,0.51978428,10.293376,67,306903,28848882,0,0,0,0,28848882,0.57697764,11.42288,67
298,node-1266,relay,0,321351,30206994,0,0,0,0,30206994,0.6041398800000001,11.965072,67,245994,23123436,0,0,0,0,23123436,0.46246872000000006,9.157104,67
299,node-1267,relay,0,285643,26850442,0,0,0,0,26850442,0.53700884,10.635536,67,343711,32308834,0,0,0,0,32308834,0.64617668,12.790768,67
300,node-1268,relay,0,267801,25173294,0,0,0,0,25173294,0.5034658799999999,9.970768,67,290295,27287730,0,0,0,0,27287730,0.5457546,10.81752,67
301,node-1269,relay,0,294549,27687606,0,0,0,0,27687606,0.55375212,10.967168,67,326136,30656784,0,0,0,0,30656784,0.61313568,12.140288,67
302,node-127,relay,0,258862,24333028,0,0,0,0,24333028,0.48666055999999996,9.638384,67,351896,33078224,0,0,0,0,33078224,0.66156448,13.111872,67
303,node-1270,relay,0,383460,36045240,0,0,0,0,36045240,0.7209048,14.278224,67,325101,30559494,0,0,0,0,30559494,0.61118988,12.102688,67
304,node-1271,relay,0,285644,26850536,0,0,0,0,26850536,0.53701072,10.635536,67,334338,31427772,0,0,0,0,31427772,0.62855544,12.450864,67
305,node-1272,relay,0,330279,31046226,0,0,0,0,31046226,0.62092452,12.297456,67,325675,30613450,0,0,0,0,30613450,0.612269,12.126,67
306,node-1273,relay,0,276609,26001246,0,0,0,0,26001246,0.52002492,10.299392,67,325950,30639300,0,0,0,0,30639300,0.6127859999999999,12.13728,67
307,node-1274,relay,0,231653,21775382,0,0,0,0,21775382,0.43550764000000003,8.623936,67,369402,34723788,0,0,0,0,34723788,0.69447576,13.75032,67
308,node-1275,relay,0,401441,37735454,0,0,0,0,37735454,0.7547090799999999,14.946752,67,333736,31371184,0,0,0,0,31371184,0.62742368,12.424544,67
309,node-1276,relay,0,249870,23487780,0,0,0,0,23487780,0.4697556,9.303744,67,334169,31411886,0,0,0,0,31411886,0.62823772,12.444848,67
310,node-1277,relay,0,418583,39346802,0,0,0,0,39346802,0.78693604,15.585952,67,306969,28855086,0,0,0,0,28855086,0.57710172,11.41912,67
311,node-1278,relay,0,303010,28482940,0,0,0,0,28482940,0.5696588,11.282256,67,308192,28970048,0,0,0,0,28970048,0.57940096,11.469504,67
312,node-1279,relay,0,283456,26644864,0,0,0,0,26644864,0.5328972799999999,10.5468,67,308067,28958298,0,0,0,0,28958298,0.57916596,11.47928,67
313,node-128,relay,0,330039,31023666,0,0,0,0,31023666,0.62047332,12.289184,67,281221,26434774,0,0,0,0,26434774,0.52869548,10.464832,67
314,node-1280,relay,0,258151,24266194,0,0,0,0,24266194,0.48532388,9.613568,67,307665,28920510,0,0,0,0,28920510,0.5784102,11.458224,67
315,node-1281,relay,0,320362,30114028,0,0,0,0,30114028,0.6022805600000001,11.92296,67,344487,32381778,0,0,0,0,32381778,0.6476355599999999,12.8216,67
316,node-1282,relay,0,267286,25124884,0,0,0,0,25124884,0.5024976800000001,9.951216,67,369361,34719934,0,0,0,0,34719934,0.69439868,13.751824,67
317,node-1283,relay,0,257338,24189772,0,0,0,0,24189772,0.48379544,9.58048,67,334903,31480882,0,0,0,0,31480882,0.62961764,12.47944,67
318,node-1284,relay,0,249922,23492668,0,0,0,0,23492668,0.46985335999999994,9.305248,67,361725,34002150,0,0,0,0,34002150,0.680043,13.470576,67
319,node-1285,relay,0,240511,22608034,0,0,0,0,22608034,0.45216068,8.955568,67,414476,38960744,0,0,0,0,38960744,0.7792148799999999,15.434048,67
320,node-1286,relay,0,294557,27688358,0,0,0,0,27688358,0.55376716,10.967168,67,307877,28940438,0,0,0,0,28940438,0.57880876,11.466496,67
321,node-1287,relay,0,347346,32650524,0,0,0,0,32650524,0.65301048,12.935152,67,306681,28828014,0,0,0,0,28828014,0.57656028,11.40784,67
322,node-1288,relay,0,294357,27669558,0,0,0,0,27669558,0.55339116,10.959648,67,353176,33198544,0,0,0,0,33198544,0.6639708799999999,13.13368,67
323,node-1289,relay,0,249945,23494830,0,0,0,0,23494830,0.4698966,9.306,67,343402,32279788,0,0,0,0,32279788,0.6455957600000001,12.78024,67
324,node-129,relay,0,294571,27689674,0,0,0,0,27689674,0.55379348,10.96792,67,280292,26347448,0,0,0,0,26347448,0.52694896,10.434,67
325,node-1290,relay,0,285652,26851288,0,0,0,0,26851288,0.53702576,10.635536,67,325652,30611288,0,0,0,0,30611288,0.61222576,12.126,67
326,node-1291,relay,0,320966,30170804,0,0,0,0,30170804,0.60341608,11.950784,67,379737,35695278,0,0,0,0,35695278,0.71390556,14.130832,67
327,node-1292,relay,0,303498,28528812,0,0,0,0,28528812,0.57057624,11.300304,67,246095,23132930,0,0,0,0,23132930,0.46265860000000003,9.15184,67
328,node-1293,relay,0,267731,25166714,0,0,0,0,25166714,0.50333428,9.96776,67,387879,36460626,0,0,0,0,36460626,0.7292125199999999,14.448176,67
329,node-1294,relay,0,284299,26724106,0,0,0,0,26724106,0.53448212,10.5844,67,334434,31436796,0,0,0,0,31436796,0.62873592,12.453872,67
330,node-1295,relay,0,257916,24244104,0,0,0,0,24244104,0.48488208,9.60304,67,360903,33924882,0,0,0,0,33924882,0.6784976399999999,13.432224,67
